-0.039728858	0.025072824	-0.040219534	0.007324159	0.020440843	-0.03992194	0.04445685	0.016432617	-0.034877025	-0.041681908	-0.008607794	-0.0048661456	0.0047292	-0.002296161	-0.037940957	-0.0052438863
0.04177943	-0.09239151	-0.076722264	-0.117131054	-0.10885897	-0.08262004	0.046130206	0.09120941	0.11296879	0.10256309	0.030529456	-0.034318388	0.12645549	-0.055559658	0.045688745	-0.12500894
0.093133844	-0.047484536	-0.038417306	-0.034669735	-0.06074036	-0.08559056	0.032797843	0.042324428	0.04825364	0.05078641	0.09236992	-0.02100928	0.077222995	-0.10451373	0.12837113	-0.0558536
0.057003595	-0.05977799	-0.115558185	-0.11819392	-0.06484067	-0.07733252	0.107102625	0.09056745	0.097133294	0.069125645	0.085992254	-0.03267311	0.10427617	-0.08954521	0.066545986	-0.08134305
0.12615676	-0.025625246	-0.06489158	-0.066830195	-0.061686613	-0.109026685	0.085930884	0.12876649	0.027083103	0.039703116	0.049512945	-0.059244234	0.091357835	-0.123797506	0.03705945	-0.12053885
0.033757977	-0.09614334	-0.058505155	-0.07677352	-0.07737324	-0.065094754	0.029810464	0.125887	0.04946654	0.076779716	0.10625337	-0.055858355	0.07577385	-0.10667821	0.044656675	-0.112271525
0.11185176	-0.060088143	-0.072811626	-0.038436987	-0.048857793	-0.097339496	0.08307581	0.05712466	0.056553237	0.12039051	0.09986665	-0.03411762	0.057098024	-0.1136145	0.10142562	-0.1058799
0.11118213	-0.092567615	-0.09427967	-0.12318331	-0.11739048	-0.08009284	0.031846553	0.114737436	0.039792452	0.096093364	0.07794072	-0.09841024	0.08027856	-0.07046177	0.086348526	-0.042189736
0.050655704	-0.0310721	-0.10185859	-0.08960638	-0.10637283	-0.10339051	0.052408393	0.046750523	0.0720183	0.072394624	0.06097678	-0.03307753	0.09467501	-0.098892525	0.10823882	-0.0596693
0.08509054	-0.091249466	-0.07161016	-0.09413052	-0.12845063	-0.0641313	0.057484318	0.06869133	0.029121634	0.09897059	0.09148762	-0.08715161	0.09730599	-0.089953445	0.10053143	-0.072541416
0.081517324	-0.06632104	-0.06369046	-0.10116834	-0.12865683	-0.063530326	0.032168157	0.07581655	0.04847486	0.0683225	0.11421677	-0.028040024	0.10673535	-0.03690433	0.07637884	-0.0789577
0.10268933	-0.10715965	-0.09827482	-0.08088185	-0.043389674	-0.08530342	0.09671681	0.0587862	0.026818268	0.0701849	0.030980002	-0.0750464	0.08332806	-0.045492098	0.072526835	-0.11346543
0.035037976	-0.07750995	-0.06727346	-0.07745197	-0.11789529	-0.0639473	0.068188824	0.06018945	0.1146053	0.038370717	0.08130897	-0.06266102	0.062924705	-0.05422947	0.049074836	-0.12008509
0.044566803	-0.037998676	-0.08259615	-0.04328347	-0.04196376	-0.04630293	0.093812436	0.075962394	0.1075291	0.11250394	0.045561146	-0.034263484	0.05587983	-0.11422642	0.0671912	-0.08823844
0.06606426	-0.09584095	-0.11028481	-0.118216604	-0.116094865	-0.03700801	0.10310363	0.032973398	0.10311188	0.06830553	0.0971029	-0.06509206	0.076029144	-0.07632004	0.03854106	-0.030542143
0.114291064	-0.12125215	-0.094306804	-0.06529638	-0.038502008	-0.061880987	0.07581422	0.12306322	0.09455447	0.095138825	0.01975267	-0.022607215	0.13065656	-0.076642215	0.082931384	-0.11781131
0.047626916	-0.087299205	-0.055444475	-0.10430321	-0.1125792	-0.08215875	0.07148851	0.037381582	0.09353814	0.042321954	0.09533353	-0.10295803	0.12594947	-0.07322314	0.025360024	-0.121091835
0.11958973	-0.096841544	-0.114035	-0.081445985	-0.033421375	-0.080027714	0.12019615	0.09785558	0.0287418	0.04407857	0.09979145	-0.09622546	0.07726743	-0.037742928	0.09148025	-0.05758169
0.053202666	-0.083275504	-0.1041938	-0.037157875	-0.06717713	-0.052220806	0.05928714	0.11346814	0.05354128	0.111553766	0.10731447	-0.09013216	0.105168805	-0.09293302	0.056611333	-0.083245605
